company,financial_year,ytd_upto_month,segment,premium_ytd
SBI General Insurance Co Ltd,FY24,OCT,fire,1017.78
Shriram General Insurance Co Ltd,FY25,OCT,fire,70.36
Shriram General Insurance Co Ltd,FY24,OCT,fire,60.78
Tata AIG General Insurance Co Ltd,FY25,OCT,fire,1509.52
Tata AIG General Insurance Co Ltd,FY24,OCT,fire,1395.76
The New India Assurance Co Ltd,FY25,OCT,fire,3158.4
The New India Assurance Co Ltd,FY24,OCT,fire,2251.3
The Oriental Insurance Co Ltd,FY25,OCT,fire,1294.78
The Oriental Insurance Co Ltd,FY24,OCT,fire,1046.13
United India Insurance Co Ltd,FY25,OCT,fire,1390.1
United India Insurance Co Ltd,FY24,OCT,fire,1095.22
Universal Sompo General Insurance Co Ltd,FY25,OCT,fire,211.51
Universal Sompo General Insurance Co Ltd,FY24,OCT,fire,182.64
Zuno General Insurance Co Ltd,FY25,OCT,fire,40.32
Zuno General Insurance Co Ltd,FY24,OCT,fire,32.79
Zurich Kotak Mahindra General Insurance Co Ltd,FY25,OCT,fire,104.97
Zurich Kotak Mahindra General Insurance Co Ltd,FY24,OCT,fire,52.75
Bajaj General Insurance Limited ,FY25,OCT,marine_total,239.62
Bajaj General Insurance Limited ,FY24,OCT,marine_total,214.04
Cholamandalam MS General Insurance Co Ltd,FY25,OCT,marine_total,106.72
Cholamandalam MS General Insurance Co Ltd,FY24,OCT,marine_total,92.92
Generali Central Insurance Company Limited,FY25,OCT,marine_total,91.73
Generali Central Insurance Company Limited,FY24,OCT,marine_total,81.35
Go Digit General Insurance Ltd,FY25,OCT,marine_total,37.64
Go Digit General Insurance Ltd,FY24,OCT,marine_total,35.66
HDFC Ergo General Insurance Co Ltd,FY25,OCT,marine_total,99.64
HDFC Ergo General Insurance Co Ltd,FY24,OCT,marine_total,113.49
ICICI Lombard General Insurance Co Ltd,FY25,OCT,marine_total,571.51
ICICI Lombard General Insurance Co Ltd,FY24,OCT,marine_total,594.72
IFFCO-Tokio General Insurance Co Ltd,FY25,OCT,marine_total,231.6
IFFCO-Tokio General Insurance Co Ltd,FY24,OCT,marine_total,194.56
Liberty  General Insurance Co. Ltd,FY25,OCT,marine_total,12.46
Liberty  General Insurance Co. Ltd,FY24,OCT,marine_total,18.1
Magma General Insurance Limited,FY25,OCT,marine_total,24.06
Magma General Insurance Limited,FY24,OCT,marine_total,26.85
National Insurance Co Ltd,FY25,OCT,marine_total,175.97
National Insurance Co Ltd,FY24,OCT,marine_total,191.62
Raheja QBE General Insurance Co Ltd,FY24,OCT,marine_total,0.07
Reliance General Insurance Co Ltd,FY25,OCT,marine_total,109.71
Reliance General Insurance Co Ltd,FY24,OCT,marine_total,107.01
Royal Sundaram General Insurance Co Ltd,FY25,OCT,marine_total,46.0
Royal Sundaram General Insurance Co Ltd,FY24,OCT,marine_total,37.2
SBI General Insurance Co Ltd,FY25,OCT,marine_total,63.22
SBI General Insurance Co Ltd,FY24,OCT,marine_total,64.77
Shriram General Insurance Co Ltd,FY25,OCT,marine_total,2.7
Shriram General Insurance Co Ltd,FY24,OCT,marine_total,3.37
Tata AIG General Insurance Co Ltd,FY25,OCT,marine_total,481.77
Tata AIG General Insurance Co Ltd,FY24,OCT,marine_total,427.92
The New India Assurance Co Ltd,FY25,OCT,marine_total,615.33
The New India Assurance Co Ltd,FY24,OCT,marine_total,599.5
The Oriental Insurance Co Ltd,FY25,OCT,marine_total,340.71
The Oriental Insurance Co Ltd,FY24,OCT,marine_total,294.4
United India Insurance Co Ltd,FY25,OCT,marine_total,256.65
United India Insurance Co Ltd,FY24,OCT,marine_total,249.04
Universal Sompo General Insurance Co Ltd,FY25,OCT,marine_total,41.46
Universal Sompo General Insurance Co Ltd,FY24,OCT,marine_total,58.07
Zuno General Insurance Co Ltd,FY25,OCT,marine_total,1.07
Zuno General Insurance Co Ltd,FY24,OCT,marine_total,0.78
Zurich Kotak Mahindra General Insurance Co Ltd,FY25,OCT,marine_total,16.16
Zurich Kotak Mahindra General Insurance Co Ltd,FY24,OCT,marine_total,8.38
Bajaj General Insurance Limited ,FY25,OCT,engineering,321.89
Bajaj General Insurance Limited ,FY24,OCT,engineering,274.64
Cholamandalam MS General Insurance Co Ltd,FY25,OCT,engineering,25.0
Cholamandalam MS General Insurance Co Ltd,FY24,OCT,engineering,23.01
Generali Central Insurance Company Limited,FY25,OCT,engineering,60.85
Generali Central Insurance Company Limited,FY24,OCT,engineering,61.6
Go Digit General Insurance Ltd,FY25,OCT,engineering,106.59
Go Digit General Insurance Ltd,FY24,OCT,engineering,72.75
HDFC Ergo General Insurance Co Ltd,FY25,OCT,engineering,236.16
HDFC Ergo General Insurance Co Ltd,FY24,OCT,engineering,205.28
ICICI Lombard General Insurance Co Ltd,FY25,OCT,engineering,685.94
ICICI Lombard General Insurance Co Ltd,FY24,OCT,engineering,589.87
IFFCO-Tokio General Insurance Co Ltd,FY25,OCT,engineering,207.15
IFFCO-Tokio General Insurance Co Ltd,FY24,OCT,engineering,163.22
Liberty  General Insurance Co. Ltd,FY25,OCT,engineering,25.3
Liberty  General Insurance Co. Ltd,FY24,OCT,engineering,23.02
Magma General Insurance Limited,FY25,OCT,engineering,22.6
Magma General Insurance Limited,FY24,OCT,engineering,12.37
National Insurance Co Ltd,FY25,OCT,engineering,288.37
National Insurance Co Ltd,FY24,OCT,engineering,255.13
Raheja QBE General Insurance Co Ltd,FY25,OCT,engineering,0.67
Raheja QBE General Insurance Co Ltd,FY24,OCT,engineering,0.79
Reliance General Insurance Co Ltd,FY25,OCT,engineering,285.77
Reliance General Insurance Co Ltd,FY24,OCT,engineering,268.94
Royal Sundaram General Insurance Co Ltd,FY25,OCT,engineering,47.85
Royal Sundaram General Insurance Co Ltd,FY24,OCT,engineering,41.3
SBI General Insurance Co Ltd,FY25,OCT,engineering,115.12
SBI General Insurance Co Ltd,FY24,OCT,engineering,94.89
Shriram General Insurance Co Ltd,FY25,OCT,engineering,15.65
Shriram General Insurance Co Ltd,FY24,OCT,engineering,13.99
Tata AIG General Insurance Co Ltd,FY25,OCT,engineering,238.57
Tata AIG General Insurance Co Ltd,FY24,OCT,engineering,197.38
The New India Assurance Co Ltd,FY25,OCT,engineering,683.39
The New India Assurance Co Ltd,FY24,OCT,engineering,588.13
The Oriental Insurance Co Ltd,FY25,OCT,engineering,267.89
The Oriental Insurance Co Ltd,FY24,OCT,engineering,260.21
United India Insurance Co Ltd,FY25,OCT,engineering,301.34
United India Insurance Co Ltd,FY24,OCT,engineering,337.94
Universal Sompo General Insurance Co Ltd,FY25,OCT,engineering,9.34
Universal Sompo General Insurance Co Ltd,FY24,OCT,engineering,10.91
Zuno General Insurance Co Ltd,FY25,OCT,engineering,2.53
Zuno General Insurance Co Ltd,FY24,OCT,engineering,2.14
Zurich Kotak Mahindra General Insurance Co Ltd,FY25,OCT,engineering,15.93
Zurich Kotak Mahindra General Insurance Co Ltd,FY24,OCT,engineering,6.63
Acko General Insurance Ltd,FY25,OCT,motor_total,633.47
Acko General Insurance Ltd,FY24,OCT,motor_total,536.96
Bajaj General Insurance Limited ,FY25,OCT,motor_total,4204.11
Bajaj General Insurance Limited ,FY24,OCT,motor_total,3540.99
Cholamandalam MS General Insurance Co Ltd,FY25,OCT,motor_total,3096.74
Cholamandalam MS General Insurance Co Ltd,FY24,OCT,motor_total,2970.77
Generali Central Insurance Company Limited,FY25,OCT,motor_total,1097.21
Generali Central Insurance Company Limited,FY24,OCT,motor_total,1088.61
Go Digit General Insurance Ltd,FY25,OCT,motor_total,3868.62
Go Digit General Insurance Ltd,FY24,OCT,motor_total,3407.16
HDFC Ergo General Insurance Co Ltd,FY25,OCT,motor_total,1502.29
HDFC Ergo General Insurance Co Ltd,FY24,OCT,motor_total,1971.79
ICICI Lombard General Insurance Co Ltd,FY25,OCT,motor_total,6255.95
ICICI Lombard General Insurance Co Ltd,FY24,OCT,motor_total,6028.37
IFFCO-Tokio General Insurance Co Ltd,FY25,OCT,motor_total,2289.84
IFFCO-Tokio General Insurance Co Ltd,FY24,OCT,motor_total,2241.83
Liberty  General Insurance Co. Ltd,FY25,OCT,motor_total,1130.14
Liberty  General Insurance Co. Ltd,FY24,OCT,motor_total,1013.14
Magma General Insurance Limited,FY25,OCT,motor_total,1120.11
Magma General Insurance Limited,FY24,OCT,motor_total,1099.4
National Insurance Co Ltd,FY25,OCT,motor_total,3022.45
National Insurance Co Ltd,FY24,OCT,motor_total,2811.15
Navi General Insurance Co. Ltd,FY25,OCT,motor_total,0.79
Navi General Insurance Co. Ltd,FY24,OCT,motor_total,2.12
Raheja QBE General Insurance Co Ltd,FY25,OCT,motor_total,58.16
Raheja QBE General Insurance Co Ltd,FY24,OCT,motor_total,208.35
Reliance General Insurance Co Ltd,FY25,OCT,motor_total,2713.76
Reliance General Insurance Co Ltd,FY24,OCT,motor_total,2512.15
Royal Sundaram General Insurance Co Ltd,FY25,OCT,motor_total,1513.53
Royal Sundaram General Insurance Co Ltd,FY24,OCT,motor_total,1479.86
SBI General Insurance Co Ltd,FY25,OCT,motor_total,2824.94
SBI General Insurance Co Ltd,FY24,OCT,motor_total,2412.43
Shriram General Insurance Co Ltd,FY25,OCT,motor_total,2268.14
Shriram General Insurance Co Ltd,FY24,OCT,motor_total,1791.46
Tata AIG General Insurance Co Ltd,FY25,OCT,motor_total,5323.65
Tata AIG General Insurance Co Ltd,FY24,OCT,motor_total,4912.4
The New India Assurance Co Ltd,FY25,OCT,motor_total,5599.36
The New India Assurance Co Ltd,FY24,OCT,motor_total,5628.4
The Oriental Insurance Co Ltd,FY25,OCT,motor_total,2410.01
The Oriental Insurance Co Ltd,FY24,OCT,motor_total,2319.17
United India Insurance Co Ltd,FY25,OCT,motor_total,5376.49
United India Insurance Co Ltd,FY24,OCT,motor_total,4280.87
Universal Sompo General Insurance Co Ltd,FY25,OCT,motor_total,1833.83
Universal Sompo General Insurance Co Ltd,FY24,OCT,motor_total,1332.18
Zuno General Insurance Co Ltd,FY25,OCT,motor_total,320.2
Zuno General Insurance Co Ltd,FY24,OCT,motor_total,298.8
Zurich Kotak Mahindra General Insurance Co Ltd,FY25,OCT,motor_total,529.04
Zurich Kotak Mahindra General Insurance Co Ltd,FY24,OCT,motor_total,530.29
Acko General Insurance Ltd,FY25,OCT,health,690.26
Acko General Insurance Ltd,FY24,OCT,health,578.83
Bajaj General Insurance Limited ,FY25,OCT,health,4362.67
Bajaj General Insurance Limited ,FY24,OCT,health,6417.88
Cholamandalam MS General Insurance Co Ltd,FY25,OCT,health,591.04
Cholamandalam MS General Insurance Co Ltd,FY24,OCT,health,622.14
Generali Central Insurance Company Limited,FY25,OCT,health,884.44
Generali Central Insurance Company Limited,FY24,OCT,health,1114.85
Go Digit General Insurance Ltd,FY25,OCT,health,841.65
Go Digit General Insurance Ltd,FY24,OCT,health,777.57
HDFC Ergo General Insurance Co Ltd,FY25,OCT,health,3377.15
HDFC Ergo General Insurance Co Ltd,FY24,OCT,health,3401.08
ICICI Lombard General Insurance Co Ltd,FY25,OCT,health,4838.19
ICICI Lombard General Insurance Co Ltd,FY24,OCT,health,4442.32
IFFCO-Tokio General Insurance Co Ltd,FY25,OCT,health,543.69
IFFCO-Tokio General Insurance Co Ltd,FY24,OCT,health,505.86
Kshema General insurance,FY25,OCT,health,0.03
Liberty  General Insurance Co. Ltd,FY25,OCT,health,329.15
Liberty  General Insurance Co. Ltd,FY24,OCT,health,213.04
Magma General Insurance Limited,FY25,OCT,health,528.75
Magma General Insurance Limited,FY24,OCT,health,400.06
National Insurance Co Ltd,FY25,OCT,health,5614.49
National Insurance Co Ltd,FY24,OCT,health,5279.02
Navi General Insurance Co. Ltd,FY25,OCT,health,58.04
Navi General Insurance Co. Ltd,FY24,OCT,health,30.11
Raheja QBE General Insurance Co Ltd,FY25,OCT,health,3.68
Raheja QBE General Insurance Co Ltd,FY24,OCT,health,25.14
Reliance General Insurance Co Ltd,FY25,OCT,health,1766.93
Reliance General Insurance Co Ltd,FY24,OCT,health,1415.05
Royal Sundaram General Insurance Co Ltd,FY25,OCT,health,594.99
Royal Sundaram General Insurance Co Ltd,FY24,OCT,health,424.79
SBI General Insurance Co Ltd,FY25,OCT,health,1972.51
SBI General Insurance Co Ltd,FY24,OCT,health,1448.87
Shriram General Insurance Co Ltd,FY25,OCT,health,6.66
Shriram General Insurance Co Ltd,FY24,OCT,health,1.69
Tata AIG General Insurance Co Ltd,FY25,OCT,health,2363.82
Tata AIG General Insurance Co Ltd,FY24,OCT,health,2047.7
The New India Assurance Co Ltd,FY25,OCT,health,13413.36
The New India Assurance Co Ltd,FY24,OCT,health,11647.1
The Oriental Insurance Co Ltd,FY25,OCT,health,5182.63
The Oriental Insurance Co Ltd,FY24,OCT,health,4937.36
United India Insurance Co Ltd,FY25,OCT,health,4174.48
United India Insurance Co Ltd,FY24,OCT,health,4165.68
Universal Sompo General Insurance Co Ltd,FY25,OCT,health,893.05
Universal Sompo General Insurance Co Ltd,FY24,OCT,health,580.29
Zuno General Insurance Co Ltd,FY25,OCT,health,220.27
Zuno General Insurance Co Ltd,FY24,OCT,health,211.49
Zurich Kotak Mahindra General Insurance Co Ltd,FY25,OCT,health,461.38
Zurich Kotak Mahindra General Insurance Co Ltd,FY24,OCT,health,426.02
 Niva bupa health insurance company limited,FY25,OCT,health,4107.51
 Niva bupa health insurance company limited,FY24,OCT,health,3582.92
Aditya Birla Health Insurance Co Ltd,FY25,OCT,health,3090.94
Aditya Birla Health Insurance Co Ltd,FY24,OCT,health,2328.26
Care Health Insurance Ltd,FY25,OCT,health,5066.14
Care Health Insurance Ltd,FY24,OCT,health,4675.87
Galaxy Health Insurance Company Ltd,FY25,OCT,health,47.8
ManipalCigna Health Insurance Co Ltd,FY25,OCT,health,1151.93
ManipalCigna Health Insurance Co Ltd,FY24,OCT,health,945.42
Narayana Health Insurance Ltd,FY25,OCT,health,10.35
Star Health & Allied Insurance Co Ltd,FY25,OCT,health,9376.09
Star Health & Allied Insurance Co Ltd,FY24,OCT,health,8891.98
Bajaj General Insurance Limited ,FY25,OCT,aviation,9.46
Bajaj General Insurance Limited ,FY24,OCT,aviation,8.63
Go Digit General Insurance Ltd,FY25,OCT,aviation,1.02
HDFC Ergo General Insurance Co Ltd,FY25,OCT,aviation,5.39
HDFC Ergo General Insurance Co Ltd,FY24,OCT,aviation,17.72
ICICI Lombard General Insurance Co Ltd,FY25,OCT,aviation,99.77
ICICI Lombard General Insurance Co Ltd,FY24,OCT,aviation,113.97
National Insurance Co Ltd,FY25,OCT,aviation,29.14
National Insurance Co Ltd,FY24,OCT,aviation,28.59
Reliance General Insurance Co Ltd,FY25,OCT,aviation,1.13
Reliance General Insurance Co Ltd,FY24,OCT,aviation,12.82
SBI General Insurance Co Ltd,FY25,OCT,aviation,0.21
SBI General Insurance Co Ltd,FY24,OCT,aviation,0.08
Tata AIG General Insurance Co Ltd,FY25,OCT,aviation,110.3
Tata AIG General Insurance Co Ltd,FY24,OCT,aviation,112.9
The New India Assurance Co Ltd,FY25,OCT,aviation,239.5
The New India Assurance Co Ltd,FY24,OCT,aviation,211.32
The Oriental Insurance Co Ltd,FY25,OCT,aviation,103.64
The Oriental Insurance Co Ltd,FY24,OCT,aviation,100.46
United India Insurance Co Ltd,FY25,OCT,aviation,17.72
United India Insurance Co Ltd,FY24,OCT,aviation,21.23
Acko General Insurance Ltd,FY25,OCT,liability,24.22
Acko General Insurance Ltd,FY24,OCT,liability,44.58
Bajaj General Insurance Limited ,FY25,OCT,liability,558.3
Bajaj General Insurance Limited ,FY24,OCT,liability,476.7
Cholamandalam MS General Insurance Co Ltd,FY25,OCT,liability,18.66
Cholamandalam MS General Insurance Co Ltd,FY24,OCT,liability,16.54
Generali Central Insurance Company Limited,FY25,OCT,liability,45.44
Generali Central Insurance Company Limited,FY24,OCT,liability,43.04
Go Digit General Insurance Ltd,FY25,OCT,liability,154.54
Go Digit General Insurance Ltd,FY24,OCT,liability,81.95
HDFC Ergo General Insurance Co Ltd,FY25,OCT,liability,470.31
HDFC Ergo General Insurance Co Ltd,FY24,OCT,liability,472.18
ICICI Lombard General Insurance Co Ltd,FY25,OCT,liability,640.95
ICICI Lombard General Insurance Co Ltd,FY24,OCT,liability,683.91
IFFCO-Tokio General Insurance Co Ltd,FY25,OCT,liability,208.71
IFFCO-Tokio General Insurance Co Ltd,FY24,OCT,liability,158.16
Liberty  General Insurance Co. Ltd,FY25,OCT,liability,30.57
Liberty  General Insurance Co. Ltd,FY24,OCT,liability,12.86
Magma General Insurance Limited,FY25,OCT,liability,62.71
Magma General Insurance Limited,FY24,OCT,liability,57.67
National Insurance Co Ltd,FY25,OCT,liability,176.79
National Insurance Co Ltd,FY24,OCT,liability,236.23
Raheja QBE General Insurance Co Ltd,FY25,OCT,liability,44.57
Raheja QBE General Insurance Co Ltd,FY24,OCT,liability,35.99
Reliance General Insurance Co Ltd,FY25,OCT,liability,69.03
Reliance General Insurance Co Ltd,FY24,OCT,liability,64.06
Royal Sundaram General Insurance Co Ltd,FY25,OCT,liability,16.94
Royal Sundaram General Insurance Co Ltd,FY24,OCT,liability,12.38
SBI General Insurance Co Ltd,FY25,OCT,liability,80.42
SBI General Insurance Co Ltd,FY24,OCT,liability,58.6
Shriram General Insurance Co Ltd,FY25,OCT,liability,6.29
Shriram General Insurance Co Ltd,FY24,OCT,liability,5.48
Tata AIG General Insurance Co Ltd,FY25,OCT,liability,549.91
Tata AIG General Insurance Co Ltd,FY24,OCT,liability,512.55
The New India Assurance Co Ltd,FY25,OCT,liability,357.56
The New India Assurance Co Ltd,FY24,OCT,liability,339.88
The Oriental Insurance Co Ltd,FY25,OCT,liability,88.01
The Oriental Insurance Co Ltd,FY24,OCT,liability,86.01
United India Insurance Co Ltd,FY25,OCT,liability,178.42
United India Insurance Co Ltd,FY24,OCT,liability,177.97
Universal Sompo General Insurance Co Ltd,FY25,OCT,liability,16.11
Universal Sompo General Insurance Co Ltd,FY24,OCT,liability,13.48
Zuno General Insurance Co Ltd,FY25,OCT,liability,0.03
Zuno General Insurance Co Ltd,FY24,OCT,liability,0.06
Zurich Kotak Mahindra General Insurance Co Ltd,FY25,OCT,liability,14.49
Zurich Kotak Mahindra General Insurance Co Ltd,FY24,OCT,liability,1.26
Acko General Insurance Ltd,FY25,OCT,personal_accident,6.99
Acko General Insurance Ltd,FY24,OCT,personal_accident,4.34
Bajaj General Insurance Limited ,FY25,OCT,personal_accident,122.03
Bajaj General Insurance Limited ,FY24,OCT,personal_accident,145.38
Cholamandalam MS General Insurance Co Ltd,FY25,OCT,personal_accident,124.81
Cholamandalam MS General Insurance Co Ltd,FY24,OCT,personal_accident,199.49
Generali Central Insurance Company Limited,FY25,OCT,personal_accident,69.23
Generali Central Insurance Company Limited,FY24,OCT,personal_accident,70.86
Go Digit General Insurance Ltd,FY25,OCT,personal_accident,215.58
Go Digit General Insurance Ltd,FY24,OCT,personal_accident,370.11
HDFC Ergo General Insurance Co Ltd,FY25,OCT,personal_accident,309.09
HDFC Ergo General Insurance Co Ltd,FY24,OCT,personal_accident,246.5
ICICI Lombard General Insurance Co Ltd,FY25,OCT,personal_accident,275.73
ICICI Lombard General Insurance Co Ltd,FY24,OCT,personal_accident,367.69
IFFCO-Tokio General Insurance Co Ltd,FY25,OCT,personal_accident,69.44
IFFCO-Tokio General Insurance Co Ltd,FY24,OCT,personal_accident,77.29
Liberty  General Insurance Co. Ltd,FY25,OCT,personal_accident,11.22
Liberty  General Insurance Co. Ltd,FY24,OCT,personal_accident,15.23
Magma General Insurance Limited,FY25,OCT,personal_accident,28.5
Magma General Insurance Limited,FY24,OCT,personal_accident,16.46
National Insurance Co Ltd,FY25,OCT,personal_accident,466.15
National Insurance Co Ltd,FY24,OCT,personal_accident,499.72
Navi General Insurance Co. Ltd,FY25,OCT,personal_accident,2.7
Raheja QBE General Insurance Co Ltd,FY25,OCT,personal_accident,0.84
Raheja QBE General Insurance Co Ltd,FY24,OCT,personal_accident,0.33
Reliance General Insurance Co Ltd,FY25,OCT,personal_accident,265.04
Reliance General Insurance Co Ltd,FY24,OCT,personal_accident,165.78
Royal Sundaram General Insurance Co Ltd,FY25,OCT,personal_accident,42.84
Royal Sundaram General Insurance Co Ltd,FY24,OCT,personal_accident,44.78
SBI General Insurance Co Ltd,FY25,OCT,personal_accident,983.56
SBI General Insurance Co Ltd,FY24,OCT,personal_accident,670.84
Shriram General Insurance Co Ltd,FY25,OCT,personal_accident,79.32
Shriram General Insurance Co Ltd,FY24,OCT,personal_accident,68.75
Tata AIG General Insurance Co Ltd,FY25,OCT,personal_accident,134.81
Tata AIG General Insurance Co Ltd,FY24,OCT,personal_accident,136.8
The New India Assurance Co Ltd,FY25,OCT,personal_accident,396.21
The New India Assurance Co Ltd,FY24,OCT,personal_accident,378.07
The Oriental Insurance Co Ltd,FY25,OCT,personal_accident,2813.74
The Oriental Insurance Co Ltd,FY24,OCT,personal_accident,1270.98
United India Insurance Co Ltd,FY25,OCT,personal_accident,478.34
United India Insurance Co Ltd,FY24,OCT,personal_accident,318.71
Universal Sompo General Insurance Co Ltd,FY25,OCT,personal_accident,94.44
Universal Sompo General Insurance Co Ltd,FY24,OCT,personal_accident,76.17
Zuno General Insurance Co Ltd,FY25,OCT,personal_accident,13.21
Zuno General Insurance Co Ltd,FY24,OCT,personal_accident,16.58
Zurich Kotak Mahindra General Insurance Co Ltd,FY25,OCT,personal_accident,34.63
Zurich Kotak Mahindra General Insurance Co Ltd,FY24,OCT,personal_accident,43.48
 Niva bupa health insurance company limited,FY25,OCT,personal_accident,55.23
 Niva bupa health insurance company limited,FY24,OCT,personal_accident,71.52
Aditya Birla Health Insurance Co Ltd,FY25,OCT,personal_accident,165.83
Aditya Birla Health Insurance Co Ltd,FY24,OCT,personal_accident,190.67
Care Health Insurance Ltd,FY25,OCT,personal_accident,126.8
Care Health Insurance Ltd,FY24,OCT,personal_accident,108.99
Galaxy Health Insurance Company Ltd,FY25,OCT,personal_accident,2.71
ManipalCigna Health Insurance Co Ltd,FY25,OCT,personal_accident,25.56
ManipalCigna Health Insurance Co Ltd,FY24,OCT,personal_accident,18.53
Star Health & Allied Insurance Co Ltd,FY25,OCT,personal_accident,90.16
Star Health & Allied Insurance Co Ltd,FY24,OCT,personal_accident,105.82
Acko General Insurance Ltd,FY25,OCT,misc,52.6
Acko General Insurance Ltd,FY24,OCT,misc,42.91
Bajaj General Insurance Limited ,FY25,OCT,misc,1713.17
Bajaj General Insurance Limited ,FY24,OCT,misc,1576.64
Cholamandalam MS General Insurance Co Ltd,FY25,OCT,misc,27.48
Cholamandalam MS General Insurance Co Ltd,FY24,OCT,misc,459.6
Generali Central Insurance Company Limited,FY25,OCT,misc,285.77
Generali Central Insurance Company Limited,FY24,OCT,misc,392.21
Go Digit General Insurance Ltd,FY25,OCT,misc,140.81
Go Digit General Insurance Ltd,FY24,OCT,misc,112.48
HDFC Ergo General Insurance Co Ltd,FY25,OCT,misc,1257.87
HDFC Ergo General Insurance Co Ltd,FY24,OCT,misc,2583.18
ICICI Lombard General Insurance Co Ltd,FY25,OCT,misc,1140.47
ICICI Lombard General Insurance Co Ltd,FY24,OCT,misc,1711.52
IFFCO-Tokio General Insurance Co Ltd,FY25,OCT,misc,910.45
IFFCO-Tokio General Insurance Co Ltd,FY24,OCT,misc,947.6
Kshema General insurance,FY25,OCT,misc,520.97
Kshema General insurance,FY24,OCT,misc,700.04
Liberty  General Insurance Co. Ltd,FY25,OCT,misc,41.08
Liberty  General Insurance Co. Ltd,FY24,OCT,misc,38.78
Magma General Insurance Limited,FY25,OCT,misc,14.49
Magma General Insurance Limited,FY24,OCT,misc,2.8
National Insurance Co Ltd,FY25,OCT,misc,315.86
National Insurance Co Ltd,FY24,OCT,misc,314.51
Raheja QBE General Insurance Co Ltd,FY25,OCT,misc,0.13
Raheja QBE General Insurance Co Ltd,FY24,OCT,misc,0.11
Reliance General Insurance Co Ltd,FY25,OCT,misc,1781.26
Reliance General Insurance Co Ltd,FY24,OCT,misc,2823.17
Royal Sundaram General Insurance Co Ltd,FY25,OCT,misc,13.33
Royal Sundaram General Insurance Co Ltd,FY24,OCT,misc,9.17
SBI General Insurance Co Ltd,FY25,OCT,misc,1243.67
SBI General Insurance Co Ltd,FY24,OCT,misc,1780.59
Shriram General Insurance Co Ltd,FY25,OCT,misc,30.22
Shriram General Insurance Co Ltd,FY24,OCT,misc,12.58
Tata AIG General Insurance Co Ltd,FY25,OCT,misc,963.13
Tata AIG General Insurance Co Ltd,FY24,OCT,misc,705.97
The New India Assurance Co Ltd,FY25,OCT,misc,1190.23
The New India Assurance Co Ltd,FY24,OCT,misc,955.77
The Oriental Insurance Co Ltd,FY25,OCT,misc,281.26
The Oriental Insurance Co Ltd,FY24,OCT,misc,1223.2
United India Insurance Co Ltd,FY25,OCT,misc,351.82
United India Insurance Co Ltd,FY24,OCT,misc,946.04
Universal Sompo General Insurance Co Ltd,FY25,OCT,misc,293.08
Universal Sompo General Insurance Co Ltd,FY24,OCT,misc,946.74
Zuno General Insurance Co Ltd,FY25,OCT,misc,20.44
Zuno General Insurance Co Ltd,FY24,OCT,misc,1.34
Zurich Kotak Mahindra General Insurance Co Ltd,FY25,OCT,misc,38.78
Zurich Kotak Mahindra General Insurance Co Ltd,FY24,OCT,misc,26.98
Star Health & Allied Insurance Co Ltd,FY25,OCT,misc,0.03
Star Health & Allied Insurance Co Ltd,FY24,OCT,misc,0.15
Agriculture Insurance Co Of India Ltd,FY25,OCT,misc,7016.1
Agriculture Insurance Co Of India Ltd,FY24,OCT,misc,5577.54
ECGC Ltd,FY25,OCT,misc,777.34
ECGC Ltd,FY24,OCT,misc,698.69
